objectid,parentid,Notes,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,,,,image_alt_text,object_transcript,extra
op_031,,,Spectrometer,Central Scientific Co.,,,Optics,,Dead Storage Room,,,,op_031,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_031.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_031_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_031_THUMB.jpg,,,
op_032,,,Photometer Head,Krüss Optronic GmbH,,,Optics,,Storage Location Prep Room,,,,op_032,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_032.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_032_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_032_THUMB.jpg,,,
op_033,,,Optical Slit,James W. Queen & Co.,,,Optics,,,,,,op_033,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/OP_033.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_033_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_033_THUMB.jpg,,,
op_034,,,Photometer Head,Krüss Optronic GmbH,,,Optics,,Storage Location Prep Room,,,,op_034,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_034.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_034_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_034_THUMB.jpg,,,
op_036,,,Ives Simplex Spectroscope,,,,Optics,,Storage Location F2b,,,,op_036,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_036.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_036_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_036_THUMB.jpg,,,
op_037,,,Photometer Head,Central Scientific Co.,,,Optics,,Storage Location Prep Room,,,,op_037,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_037.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_037_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_037_THUMB.jpg,,,
op_038,,,Optical Bench Light Source,,,,Optics,,Storage Location H2a,,,,op_038,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_038.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_038_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_038_THUMB.jpg,,,
op_039,,,Photonic Cell and Meter,Weston Electrical Instrument Co.,,,Optics,,Storage Location Prep Room,,,,op_039,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_039.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_039_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_039_THUMB.jpg,,,
op_040,,,Photonic Cell,Weston Electrical Instrument Co.,,,Optics,,,,,,op_040,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_040.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_040_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_040_THUMB.jpg,,,
op_041,,,Photonic Cell,Weston Electrical Instrument Co.,,,Optics,,,,,,op_041,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_041.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_041_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_041_THUMB.jpg,,,
op_101,,,Spectrometer,Spencer Lens Co.,,,Optics,,Dead Storage Room,,,,op_101,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_101.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_101_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_101_THUMB.jpg,,,
op_102,,,Abbe Camera Lucinda,,,,Optics,,Storage Location H3b,,,,op_102,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_102.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_102_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_102_THUMB.jpg,,,
op_106,,,Spectrometer,,,,Optics,,,,,,op_106,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/op_106.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_106_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/op_106_THUMB.jpg,,,
te_001,,,Grinnell's First Telephone with Wet Cells,,,,Technology,,,,,,te_001,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_001.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_001_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_001_THUMB.jpg,,,
te_002,,,Single Box Telephone,,,,Technology,,Display Case H2,,,,te_002,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_002.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_002_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_002_THUMB.jpg,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b8c8592ea9d61e8b1098d9e76ca484220aa35a47.jpg
te_003,,,4-inch Section Trans-Continental Cable,,,Transcontinental telephone cable containing 560 copper wires.This aerial cable required an attached steel cable for support.,Technology,,Display Case H2,,,,te_003,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_003.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_003_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_003_THUMB.jpg,,,
te_004,,,Mounted Transcontinental Cable Section,,,,Technology,,Display Case H2,,,,te_004,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_004.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_004_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_004_THUMB.jpg,,,
te_005,,,Stromberg Carlson Name Plate,,,,Technology,,Display Case H2,,,,te_005,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_005.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_005_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_005_THUMB.jpg,,,
te_006,,,Telegraph Key CJB26003A,,,,Technology,,Display Case H2,,,,te_006,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_006.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_006_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_006_THUMB.jpg,,,
te_007,,,Telegraph Key Bakelite Base,,,,Technology,,Display Case H2,,,,te_007,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_007.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_007_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_007_THUMB.jpg,,,
te_008,,,Telegraph Key on Wooden Base,,,,Technology,,Display Case H2,,,,te_008,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_008.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_008_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_008_THUMB.jpg,,,
te_009,,,Telegraph Key on Metal Box,,,,Technology,,Display Case H2,,,,te_009,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_009.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_009_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_009_THUMB.jpg,,,
te_010,,,Telegraph Sounder,,,,Technology,,Storage Location H2a,,,,te_010,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_010.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_010_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_010_THUMB.jpg,,,
te_011,,,Cable with Many Wire Pairs,,,,Technology,,Display Case H2,,,,te_011,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_011.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_011_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_011_THUMB.jpg,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8868c37633607509b1a9c70b4c854b2e625284b7.jpg
te_012,,,Black Rotary Dial,,,,Technology,,Display Case H2,,,,te_012,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_012.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_012_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_012_THUMB.jpg,,,
te_013,,,Large White Rotary Dial,,,,Technology,,Storage Location H4a,,,,te_013,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_013.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_013_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_013_THUMB.jpg,,,
te_014,,,Gray Keypad,,,,Technology,,Display Case H2,,,,te_014,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_014.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_014_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_014_THUMB.jpg,,,
te_015,,,Pair of Switches,,,,Technology,,Display Case H2,,,,te_015,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_015.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_015_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_015_THUMB.jpg,,,
te_016,,,Black Rotary Dial Desk Phone,,,,Technology,,Display Case H2,,,,te_016,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_016.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_016_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_016_THUMB.jpg,,,
te_017,,,Telephone in Transparent Case,,,,Technology,,Display Case H2,,,,te_017,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_017.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_017_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_017_THUMB.jpg,,,
te_018,,,Rotary Dial Wall Phone,,,,Technology,,Display Case H2,,,,te_018,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_018.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_018_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_018_THUMB.jpg,,,
te_019,,,Phone Receiver,,,,Technology,,Display Case H2,,,,te_019,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_019.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_019_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_019_THUMB.jpg,,,
te_020,,,Candlestick Phone ca 1900,,,,Technology,,Display Case H2,,,,te_020,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_020.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_020_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_020_THUMB.jpg,,,
te_021,,,Candlestick Phone Modified for Dial ca 1900,,,,Technology,,Display Case H2,,,,te_021,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_021.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_021_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_021_THUMB.jpg,,,
te_023,,,Microscope No. 53724,Bausch & Lomb,,This microscope has 3 objectives. It belonged to Dr. O.F. Parish.,Technology,,,,,,te_023,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_023.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_023_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_023_THUMB.jpg,,,
te_025,,,Microscope with green base,W. H. Walmsly Co.,,,Technology,,,,,,te_025,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_025.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_025_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_025_THUMB.jpg,,,
te_026,,,Microscope with Heavy Iron Base,,,,Technology,,,,,,te_026,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_026.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_026_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_026_THUMB.jpg,,,
te_027,,Same photo,Microscope,,,(No Name),Technology,,Display Case H5,,,,te_027,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_027.tif,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_027_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_027_THUMB.jpg,,,
te_028,,Same photo,Spencer Microscope No. 6872 with 2 objectives,,,,Technology,,,,,,te_028,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_027.tif,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_027_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_027_THUMB.jpg,,,
te_029,,Same photo,Leitz Microscope No. 42935,,,"Has a rotary stage, no eyepieces, and 3 objectives but is one missing.",Technology,,,,,,te_029,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_027.tif,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_027_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_027_THUMB.jpg,,,
te_030,,,Microscope,,,,Technology,,Display Case H5,,,,te_030,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_030.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_030_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_030_THUMB.jpg,,,
te_031,,,Spencer Microscope 115833,,,,Technology,,Display Case H5,,,,te_031,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_031.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_031_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_031_THUMB.jpg,,,
te_032,,,Solar Microscope,,,,Technology,,,,,,te_032,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_032.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_032_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_032_THUMB.jpg,,,
te_033,,,Boxed Polarizers for Microscope,,,,Technology,,Display Case H5,,,,te_033,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_033.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_033_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_033_THUMB.jpg,,,
te_034,,,Microscope Polarizers,,,,Technology,,Display Case H5,,,,te_034,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_034.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_034_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_034_THUMB.jpg,,,
te_035,,,Micrometer Eyepiece for Microscope,,,,Technology,,Display Case H5,,,,te_035,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_035.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_035_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_035_THUMB.jpg,,,
te_038,,,Solar Microscope,,,"A solar microscope was placed in a hole in a window shutter with the mirror outside and the barrel extending into a room. Sunlight was reflected by the mirror through condensing lenses, a slide carrying an object to be observed, and projection lenses. The image was projected on a screen in the room.
 
 
 
 This microscope has no maker's name on it, and its date is unknown. The solar microscope was invented in 1740 and remained popular into the next century. This instrument probably is older than Grinnell College, possibly dating to the late 18th century and certainly no later than the early 19th century.",Technology,,,,,,te_038,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_038.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_038_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_038_THUMB.jpg,,,
te_039,,,Telescope,James W. Queen & Co.,,This telescope has a mahogany tube and five brass draw sections. It was sold by and probably made by Queen & Co. Date of acquisition is not known,Technology,,Storage Location Prep Room,,,,te_039,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_039.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_039_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_039_THUMB.jpg,,,
te_040,,,Surveyor’s Transit,W. & L.E. Gurley,,,Technology,,Display Case B4,,,,te_040,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_040.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_040_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_040_THUMB.jpg,,,
te_043,,,Surveyor’s Transit Serial No. 7969,Young & Sons,,"A surveyor’s transit is used to measure horizontal and vertical angles (The Surveyor’s Basic Tools). It was invented in 1831 by William J. Young. Designs varied throughout the 1800s, but were generally standardized by 1885. The transit was a highly versatile tool and with modifications was used not only for surveying, but also for astronomy, mining, and tunneling (Beeks). 
 
 Young & Sons made this specific surveyor’s transit in the United States sometime between 1906 and 1908 (Miller). It likely came to Grinnell to be used in the class “Surveying and Plotting”, offered from 1905 to 1909, and then in the class simply titled “Surveying” from 1910 to 1923 after which the class was no longer offered. The transit was likely used directly by students and not just professors for demonstration as the course description says it is about “the theory of different instruments and practice in their use” as well as that students should expect to perform six hours of field work each week. Some of the earlier descriptions of the course explicitly mentioning using the transit during the first half of the course, and although the transit is no longer explicitly mentioned in some of the later course descriptions it is still likely that it was included in the instruments used for field work (Grinnell College Catalogs).
 
 
 
 -Andrew Lieman (2019)
 
 
 
 Probably used between 1906 and 1908
 
 
 
 References
 
 
 
 Beeks, D. Evolution of the Transit. Retrieved from http://www.surveyhistory.org/evolution_of_the_transit1.htm
 
 
 
 Grinnell College Catalogs from 1905 to 1923.
 
 
 
 Miller, R. How Old is my Young & Sons?. Retrieved from http://www.surveyhistory.org/how_old_is_my_young_&_sons.htm 
 
 
 
 The Surveyor’s Basic Tools. Retrieved from http://www.surveyhistory.org/the_surveyor%27s_basic_tools.htm",Technology,,Storage Location Prep Room,,,,te_043,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_043.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_043_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_043_THUMB.jpg,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/350a688047450b0d426f678d45be0a2d4a9c9560.jpg
te_045,,,Surveyor's Tape and 12 Pins,,,,Technology,,,,,,te_045,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_045.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_045_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_045_THUMB.jpg,,,
te_047,,,Drawing Instruments in Leather Case,,,,Technology,,,,,,te_047,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_047.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_047_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_047_THUMB.jpg,,,
te_050,,,Blank Silicon Wafer,,,,Technology,,,,,,te_050,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_050.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_050_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_050_THUMB.jpg,,,
te_054,,,Test Pattern Silicon Wafer,,,,Technology,,,,,,te_054,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_054.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_054_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_054_THUMB.jpg,,,
te_057,,,386 Chip Silicon 6” Wafer,,,,Technology,,,,,,te_057,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_057.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_057_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_057_THUMB.jpg,,,
te_060,,,6 inch Silicon Wafer with 386 Chips,Intel Corp.,,,Technology,,,,,,te_060,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_060.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_060_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_060_THUMB.jpg,,,
te_064,,,Early Transistor,,1950,Sent to Grant Gale at Grinnell by John Bardeen at Bell Telephone Labs in 1950,Technology,,,,,,te_064,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_064.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_064_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_064_THUMB.jpg,,,
te_067,,,Chronometer,Northwest Instrument Company,,"This small chronometer, about three inches in diameter, was made by Northwest Instrument Company of Seattle, Washington. The date of manufacture is unknown. It is mounted in gimbals for use on a ship.",Technology,,,,,,te_067,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_067.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_067_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_067_THUMB.jpg,,,
te_068,,,Ulysse Nadin Chronometer,,,"This chronometer is five inches in diameter. It is mounted in a box with a glass lid (below the wooden lid) and is in gimbals for use on a ship. The lettering on the face reads
 
 
 
 Ulysse Nardin
 
 Locle Suisse
 
  
 
 A tag with the chronometer says that it was checked by the US Naval Observatory on September 28, 1945.",Technology,,,,,,te_068,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_068.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_068_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_068_THUMB.jpg,,,
te_069,,Didn't upload?,Objective of Alvan Clark Telescope,Alvan Clark & Sons,1888,,Technology,,,,,,te_069,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_069_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_069_THUMB.jpg,,,
te_070,,,Tailpiece of Alvan Clark Telescope,Alvan Clark & Sons,1888,,Technology,,,,,,te_070,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_070.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_070_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_070_THUMB.jpg,,,
te_072,,,Chronograph,Fauth & Co.,1888,"The chronograph was used in conjuction with a transit telescope to make a correction to a clock. The drum was covered with a sheet of paper, and a pen-holding mechanism, now lost, moved along the length of the drum as the drum rotated. The pen made a continuous line on the paper. The pen mechanism was connected to a clock which put out an electrical pulse every second, and those pulses made jogs in the line. An observer at a transit telescope watched for the passage of a star through the meridian, and when the star crossed the cross-hairs of the telescope, the observer closed a switch which produced a different sort of jog in the line. It was then possible to determine within a small fraction of a second what the clock read when the star crossed the meridian. The drum was turned by a spring motor, and the governor to control the speed is in the upper right of the picture. This was part of the equipment in the Grinnell College observatory in the late 1800s.",Technology,,Display Case F2,,,,te_072,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_072.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_072_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_072_THUMB.jpg,,,
te_073,,,Early Phonograph,,1887,"This ""talking machine"" is on loan to the museum by the family of Professor Ben Graham. They used it in Massachusetts in the late 1890's. The recording is on a wax cylinder instead of a flat disk. The horn is not original; the original horn was much larger.",Technology,,,,,,te_073,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_073.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_073_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_073_THUMB.jpg,,,
te_080,,,Early phonograph with large horn,,,,Technology,,Display Case G2a,,,,te_080,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_080.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_080_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_080_THUMB.jpg,,,
te_082,,,Large horn used with early phonograph,,,,Technology,,Display Case G2a,,,,te_082,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_082.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_082_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_082_THUMB.jpg,,,
te_083,,,"Edison Phonograph Cylinder recording
 
 Eppler's Whiskers March Comique",,1908,,Technology,,Display Case G2a,,,,te_083,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_083.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_083_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_083_THUMB.jpg,,,
te_087,,,Phonograph for 78-rpm records,,,,Technology,,,,,,te_087,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_087.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_087_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_087_THUMB.jpg,,,
te_089,,,Grinnell College's First Adding Machine,,,,Technology,,,,,,te_089,image,image/jpg,,,,image,https://gcsmbstorage.blob.core.windows.net/objs/physics/te_089.JPG,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_089_SMALL.jpg,https://gcsmbstorage.blob.core.windows.net/smalls/physics/te_089_THUMB.jpg,,,
